city,name,percentage,season_year,season,league,city_group
Carolina,Hurricanes,0.682927,2006,20052006,NHL,Carolina
Buffalo,Sabres,0.670732,2006,20052006,NHL,Buffalo
Nashville,Predators,0.646341,2006,20052006,NHL,Nashville
Calgary,Flames,0.628049,2006,20052006,NHL,Calgary
New Jersey,Devils,0.615854,2006,20052006,NHL,New Jersey
Philadelphia,Flyers,0.615854,2006,20052006,NHL,Philadelphia
NY Rangers,Rangers,0.609756,2006,20052006,NHL,New York
San Jose,Sharks,0.603659,2006,20052006,NHL,Bay Area
Anaheim,Ducks,0.597561,2006,20052006,NHL,Los Angeles
Colorado,Avalanche,0.579268,2006,20052006,NHL,Denver
Edmonton,Oilers,0.579268,2006,20052006,NHL,Edmonton
Montréal,Canadiens,0.567073,2006,20052006,NHL,Montreal
Tampa Bay,Lightning,0.560976,2006,20052006,NHL,Tampa Bay
Vancouver,Canucks,0.560976,2006,20052006,NHL,Vancouver
Toronto,Maple Leafs,0.54878,2006,20052006,NHL,Toronto
Atlanta,Thrashers,0.54878,2006,20052006,NHL,Atlanta
Los Angeles,Kings,0.542683,2006,20052006,NHL,Los Angeles
Florida,Panthers,0.518293,2006,20052006,NHL,South Florida
Minnesota,Wild,0.512195,2006,20052006,NHL,Minnesota
Phoenix,Coyotes,0.493902,2006,20052006,NHL,Phoenix
NY Islanders,Islanders,0.47561,2006,20052006,NHL,New York
Columbus,Blue Jackets,0.45122,2006,20052006,NHL,Columbus
Boston,Bruins,0.45122,2006,20052006,NHL,Boston
Washington,Capitals,0.426829,2006,20052006,NHL,Washington
Chicago,Blackhawks,0.396341,2006,20052006,NHL,Chicago
Pittsburgh,Penguins,0.353659,2006,20052006,NHL,Pittsburgh
St. Louis,Blues,0.347561,2006,20052006,NHL,St. Louis
Buffalo,Sabres,0.689024,2007,20062007,NHL,Buffalo
Detroit,Red Wings,0.689024,2007,20062007,NHL,Detroit
Nashville,Predators,0.670732,2007,20062007,NHL,Nashville
Anaheim,Ducks,0.670732,2007,20062007,NHL,Los Angeles
San Jose,Sharks,0.652439,2007,20062007,NHL,Bay Area
Dallas,Stars,0.652439,2007,20062007,NHL,Dallas
New Jersey,Devils,0.652439,2007,20062007,NHL,New Jersey
Vancouver,Canucks,0.640244,2007,20062007,NHL,Vancouver
Ottawa,Senators,0.640244,2007,20062007,NHL,Ottawa
Pittsburgh,Penguins,0.640244,2007,20062007,NHL,Pittsburgh
Minnesota,Wild,0.634146,2007,20062007,NHL,Minnesota
Atlanta,Thrashers,0.591463,2007,20062007,NHL,Atlanta
Calgary,Flames,0.585366,2007,20062007,NHL,Calgary
Colorado,Avalanche,0.579268,2007,20062007,NHL,Denver
NY Rangers,Rangers,0.573171,2007,20062007,NHL,New York
Tampa Bay,Lightning,0.567073,2007,20062007,NHL,Tampa Bay
NY Islanders,Islanders,0.560976,2007,20062007,NHL,New York
Toronto,Maple Leafs,0.554878,2007,20062007,NHL,Toronto
Montréal,Canadiens,0.54878,2007,20062007,NHL,Montreal
Carolina,Hurricanes,0.536585,2007,20062007,NHL,Carolina
Florida,Panthers,0.52439,2007,20062007,NHL,South Florida
St. Louis,Blues,0.493902,2007,20062007,NHL,St. Louis
Boston,Bruins,0.463415,2007,20062007,NHL,Boston
Columbus,Blue Jackets,0.445122,2007,20062007,NHL,Columbus
Edmonton,Oilers,0.432927,2007,20062007,NHL,Edmonton
Chicago,Blackhawks,0.432927,2007,20062007,NHL,Chicago
Washington,Capitals,0.426829,2007,20062007,NHL,Washington
Los Angeles,Kings,0.414634,2007,20062007,NHL,Los Angeles
Phoenix,Coyotes,0.408537,2007,20062007,NHL,Phoenix
Philadelphia,Flyers,0.341463,2007,20062007,NHL,Philadelphia
Detroit,Red Wings,0.70122,2008,20072008,NHL,Detroit
San Jose,Sharks,0.658537,2008,20072008,NHL,Bay Area
Montréal,Canadiens,0.634146,2008,20072008,NHL,Montreal
Pittsburgh,Penguins,0.621951,2008,20072008,NHL,Pittsburgh
Anaheim,Ducks,0.621951,2008,20072008,NHL,Los Angeles
New Jersey,Devils,0.603659,2008,20072008,NHL,New Jersey
